;Postagens;Classification
237;"Bom dia! Passando na sua timeline pra lembrar que hoje e dia .
";1
241;"Lula e o PT ficaram quase anos no poder e nada fizeram, mas agora eles juram que vao mudar o Brasil! Quem vota no PT e o que?
";1
242;"Saia no dia setembro para vender muitonao perca a oportunidade de faturar de % a % do valor investido faca ja seu pedido na compra de unidades o valor e negociavel
";1
243;"Chama o Sargento! Confira os nossos canais de comunicacao para voce entrar em contato com a gente! Marque reunioes, mande suas sugestoes e duvidas, estamos aqui para ouvir voce.Junte-se com a gente! Sargento Eyder Brasil 
";1
244;"Simbora adesivar seu carro com o Coronel no Comite do Coronel Alberto Feitosa.A partir das h estaremos instalando os adesivos, durante o dia todo!..
";1
245;"Amanha e dia de adesivaco!Pegue seu carro, sua moto, bicicleta ou skate, e venha mostrar que voce esta ao lado do bem.
";1
246;"Know the truth about the Amazon!Conheca a verdade sobre a Amazonia!
";1
247;"Copia e cola todos esta convocados FechadocombolsonaroOrdem e progressoBolsonaroReeleitoDeus, Familia e Patria Brasileira
";1
249;"Denuncia Gravissima: Assedio sexual dentro de banheiro neutro no MS.Sabemos o quanto o fato de termos banheiros neutros e a porta de entrada para assedio e abuso sexual.Ate quando vamos ser obrigados a engolir certas decisoes de pessoas que nao pensam nas suas reais consequencias para nossas criancas e jovens!?
";1
252;"O SUPREMO E O POVO 
";1
253;"Bolsonaro Presidente! ...
";1
254;"A Prefeitura de Niteroi continua abandonando a populacao. Recebemos mais uma denuncia sobre a saude e nao conseguimos falar com a administracao municipal. Isso e INACEITAVEL! 
";1
255;"NAO FOI UMA ENTREVISTA FOI UM TRIBUNAL. Bolsonaro Tem Se Mostrado Como Massa De Pao: Quanto Mais Apanha, Mais Cresce! O SUPREMO E O POVO O SUPREMO E O POVO 
";1
259;"Quando voce vai assaltar o mercadinho da esquina, mas esquece que o dono sempre da o troco em ""bala"" kkkkkkMenos um eleitor do Lula!Cidadao de bem armado, vagabundo nao tem vez!
";1
261;"Amigos a criatividade e demais kkkMas a verdade e que estava muito feliz com a recepcao dos gauchos com nosso Presidente! Estamos juntos na mesma trincheira !!!
";1
262;"Parece que o jogo virou... Nao e mesmo? A choradeira e a mudanca de estrategia no dia seguinte. Por Barbara // Ajudem o Perci Wild , o PM HEROI: um MEMBRO ASSINANTE e ajude nosso trabalho! 
";1
263;"Isso a globo nao mostra... mais ne! & Honra 
";1
264;"Precima Brasil....
";1
265;"Musicas de campanha
";1
267;"Terca Feira So tenho que agradecer a Deus
";1
268;"O povo brasileiro nao aceita mais ser iludido e ser feito de OTARIO.
";1
270;"MENSAGEM CONSERVADORA:""O Socialismo e forjado pela inveja, e administrado pela hipocrisia, gera preguica e destroi a riqueza"".Armando Ribas.
";1
272;"Achou errado otario!Jair Messias BolsonaroLulaAdelio Bispo
";1
274;"de Agosto de , Inauguracao do nosso Comite pra Deputado Federal, na Rua Jose Foz - Do lado da Vila Romana, te espero! ........
";1
275;"Hora de mudanca peco seu voto.""Quando o justo governa o povo se alegra"".
";1
276;"Alem da Assembleia Legislativa do Parana tambem precisamos mudar o Senado.DEPUTADO ESTADUAL - OGIER BUCHI SENADOR - Paulo Eduardo Martins - 
";1
278;"LIVEMulheres realizam adesivaco em FOZ DO IGUACU
";1
280;"Luiz Carlos Nemetz
";1
281;"Ha mais de tres anos nao assistia ao Jornal Nacional.Quanta certeza tive hoje da derrocada desta emissora e deste que hoje nem sequer e um noticioso e sim um 
";1
283;"Janaina Paschoal distorce fala da primeira dama Michelle Bolsonaro dizendo que ela poderia estar criando uma divisao religiosa. Usando a tribuna da Alesp, protagonizou uma cena ridicula e desnecessaria, pois o que a nossa primeira dama pediu foi o respeito da imprensa a fe que ela professa. Lamentavel! 
";1
284;"Louvado seja Deus porque nao tenho eleitores, EU TENHO AMIGOS! AMIGOS que me conhecem e confiam em mim. Deus abencoe todos voces!
";1
285;"O tbt de hoje e no Ramal do Agreste, a maior obra de abastecimento d'agua do Estado de Pernambuco, entregue hoje, aos pernambucanos...
";1
286;"Decolou!!! Vamos vencer no primeiro turno. Em foi a onda Bolsonaro. Esse ano e o Tsunami Mito!
";1
287;"LulaaaaaaaaaLulaaaaaaaaaaaaaaaa
";1
289;"Promotor Harfouche Deputado Federal Capitao ContarGovernador 
";1
290;"O ladrao barbudo esta mostrando suas garras, exalando odio e rancor! no Time do Bolsonaro...Deputado Federal Dr Vinicius D
";1
291;"Renata mentirosa !....
";1
292;"ao ex-preso. Direto de Barretos-SP. E o Capitao Do Povo Que Vai Vencer De Novo BRASIL ACIMA DE TUDO, DEUS ACIMA DE TODOS O SUPREMO E O POVO 
";1
293;"O ladrao recebia pacotes de mil reais das maos de Palocci. Propina em dinheiro vivo era entregue ao ex-presidiario!Em menos de segundos, o ex-ministro revela a roubalheira desenfreada da organizacao criminosa do PT, comandada pelo ex-presidiario!
";1
294;"Nuuu... Sera que da Maria da Penha por essa sessao de verdades que machucam?A Esquerda nunca quer ouvir a verdade.
";1
295;"A esquerda diz que nos que somos os violentos. Sera mesmo?
";1
297;"Com Piai o Oeste VAI MUDAR!...
";1
298;"Faca chuva ou faca sol, aqui o desanimo nao vem! Bolsonaro Charlles Batista Douglas Gomes 
";1
302;"Se fosse a cabeca do adversario bandido ou um semideus, a Justica ja teria enquadrado como ataque a democracia e crime de odio. Mas como e so Bolsonaro e liberdade de expressao.E quanto a materia do veiculo, sem comentarios. Do comeco ao fim, incitam o odio.Vote no Time do Bolsonaro...
";1
305;"Nao vamos falar de politica.. vamos falar de calendario: HOJE E DIA 
";1
306;"Voces concordam? Quero saber, me diz ai nos comentarios qual sua opiniao sobre mim. So vale coisa boa
";1
307;"CAMINHONEIROS BLOQUEIAM ESTRADAS NO BRASIL, PARA APOIAR O PRESIDENTE JAIR BOLSONARO! 
";1
308;"Isso e outra montagem do PT ne? Nao e possivel que Lula enalteceu e agradeceu o homen que tentou ASSASSINAR outra pessoa apenas porque ela estava FALANDO mal do ex-presidiario!
";1
310;"Dinheiro ""lavado a jato"" desaparece?
";1
311;"Bom dia, me ajude a divulgar aos seus amigos e familiares pelo whatsapp, nas redes sociais se puder, pois estou fazendo a campanha com *ZERO DE VERBA PUBLICA* entao so com sua ajuda o milagre podera acontecer. Gratidao
";1
313;"Hoje a nossa movimentacao pela reeleicao do nosso presidente e em frente ao Dom Atacadista, em Niteroi. Venha pegar o seu adesivo 
";1
315;"Estamos novamente em frente ao Mc Donald's em Sao Francisco. Venha pegar seu adesivo conosco 
";1
316;"JA DECOROU? Dia de outubro e Bolsonaro presidente e Douglas Gomes estadual 
";1
319;"Ex-presidiario aparece cercado de artistas em mansao.Bolsonaro aparece cercado do povo no Jardim Ceu Azul (GO).Nao se enganem, Lula nao se interessa pelo povo, nao liga para o povo e nao governa para o povo.
";1
321;"NAS RUAS E COMERCIOS DE ARACATUBA COM RICARDO SALLES Andamos pelas ruas de nossa cidade com o e fomos muito bem recebidos pelos Aracatubenses. O povo nas ruas ja sabem qual a escolha que vai fazer o Noroeste avancar. 
";1
322;"DataPovo nao tem como enganar oi povo!!!!Oi
";1
323;"Presidente ACIMA DE TODOS
";1
324;"Um dos postos mais caros da regiao e tbm com um dos melhores combustiveis. Abaixo dos e caindo. Mas nao vemos ninguem dizendo que e culpa do Bolsonaro.....
";1
327;"A Patria do Evangelho nao sera conduzida por anjos. E nossa obra na Terra. Que Deus permita que os bons enxerguem a diferenca e nao se isentem...nao se omitam. Lobos sao lobos...ovelhas sao ovelhas.
";1
328;"Tarcisao do Asfalto definiu em um minuto o que o ex-presidiario foi para o Brasil! So quem vota no ladrao sao os funcionarios do DataFolha.Tarcisio Gomes de Freitas
";1
329;"Em eu estou com O nosso Presente.Jair Messias Bolsonaro
";1
330;"UMA OTIMA NOITE,PARA TODOS NOS PATRIOTAS
";1
332;"E revelado os CRIMES de Bolsonaro ... Por Jose Maria Trindade.
";1
333;"e nos novamente, tamo junto Presidente!
";1
334;"Bom dia !!
";1
335;"Os comicios de Aroeiras dao mais gente......Kkkkkkkkkk kkkkkkkkkk kkkkkkkkkk......
";1
336;"Por que e JAIR, E JAIR MESMO! ..
";1
337;"BOLSONARO Imperatriz MARANHAO Nordeste do Brasil --
";1
339;"Quando escolhi entrar na vida politica nao foi facil, porem a cada dia vejo que estou na direcao certa !!!!Em breve vamos mostrar que SIM !!!! E POSSIVEL .
";1
340;"Sou de Piumhi-MG Aqui somos % Bolsonaro!
";1
342;"Tamo junto, Presidente!
";1
343;"""Alguns confiam em carros e outros em cavalos,mas nos confiamosno nome do Senhor, o nosso Deus. ""Salmos :
";1
344;"E AMANHA... O Bolsonaro precisa da nossa mobilizacao.Estou contando com voce na primeira carreata em apoio ao nosso Presidente! 
";1
345;"Um Podcast que entrou pra historia - Melhores momentos do Bolsonaro no FLOW + Bolsonaro cara-a-cara com os banqueiros! Dobradinha Gustavo Gayer e Alexandre Garcia Oficial //Torne-se um MEMBRO ASSINANTE e ajude nosso trabalho!
";1
346;"Os comentarios sao os melhores e verdadeiros tmj
";1
349;"""Eu nunca ganhei dinheiro de governo...""Sou faltou dizer que Lula nao e Ladrao...""Uo o verdadeiro amorUo o voce vai onde eu vou...""
";1
351;"Sou um cidadao como voce, com sede de Justica!!
";1
352;"Essa imagem enche nossos olhos e nos impulsiona a trabalhar cada vez mais por um Brasil melhor!Bom dia a todos!
";1
353;"Nada de novidade por aqui. Sabemos muito bem quais sao os planos da esquerda.Nunca foi tao facil escolher um lado!
";1
354;"Estamos chegando com tudo na Bahia para fazermos a diferenca.Com o presidente .ofc e para dar tudo certo!Deus, patria e familia para Bahia!
";1
357;"Apos acao do governo federal, ministro Andre Mendonca derruba decisao que permitia aliquotas diferentes de ICMS sobre diesel.
";1
359;"Nos sigam no nosso novo perfil no Instagram: ...
";1
360;"O ISENTAO VS DONA ANA! UMA GRANDE AULA POR Bastidores do Brasil // Torne-se um MEMBRO ASSINANTE e ajude nosso trabalho!
";1
361;"E voces, de que lado vao ficar?
";1
362;"Eita, mais uma do PSB! E uma atras da outra hein?..
";1
363;"Vamos juntos em busca da vitoria do nosso presidente Bolsonaro 
";1
364;"Visita Ao Parque Tecnologico De Sao Jose Dos Campos/SP /Agosto/. O SUPREMO E O POVO 
";1
365;"Algumas das bandeiras que eu apoio. Nao tenham duvidas de que lado eu estou!Deus, Patria, Familia e Liberdade Anote a nossa colinha!
";1
367;"Juntos podemos crescer e mudar Juntos fazemos e so acreditarUma nova historia vamos escreverBolsonaro e Contar,Eu e voce!
";1
368;"Posso contar com voce? Neste domingo, dia de agosto, estarei no QG do Capitao, Avenida Afonso Pena, em frente ao Aquario do Pantanal, falando das minhas propostas, adesivando carros e distribuindo meus materiais de campanha.Seu apoio e fundamental!
";1
369;"Pesquisa Nas Ruas E Assim 'Corpo a Corpo' Com o Povao. Hoje Em Resende / RJ Sabado (//) Sera No deg Turno Bolsonaro Reeleito O SUPREMO E O POVO 
";1
370;"Entrando na do momento De qual cidade voces sao?Me contem nos comentarios P
";1
372;"Bolsonaro mentiu descaradamente no Jornal Nacional! Video via Lorene Figueiredo
";1
373;"Desabafo de uma crista.
";1
374;"Quem aceita suborno estraga o seu carater. A opressao tem o poder de enlouquecer ate o sabio, e um suborno pode apodrecer o coracao.Eclesiastes . 
";1
375;"Esse video mostra que ainda temos muita luta pela frente.
";1
376;"Multidao manda um ""LULA"" na cara de Bolsonaro na sua passagem pelo Sergipe.
";1
377;"MENTIROSO COMPULSIVO!O miliciano mentiu o tempo todo, mas nao e , as mentiras nao vao enganar o povo. O ""cidadao de bem"" nao passa de um canalha mentiroso.
";1
378;"Simples assim...
";1
379;"Kkkkkkkkk Eae cambada de gado escravo, fascistinhas golpistas mal carater de merda, vao preparando seu mimimi para anos de LulaMito na presidencia! Kkkklllllkk
";1
380;"Apos debate no Jornal Nacional, LULA se CANSA e decide falar tudo sobre BOLSONARO
";1
381;"Que venha os mi-mi-mi do gado
";1
384;"O Brasil e Lula Lula em Teresina
";1
385;"Ellana Silva
";1
388;"""Bolsonaro corta bilhoes da educacao e deixa universidades sem dinheiro. Vamos lutar para reverter isso!""By
";1
390;"O falso messias nunca mais!
";1
392;"BORA AGUCAR A MEMORIA, GALERA!!! DA UMA BALANCADA NA CABECA AI, PRA VER SE ELA PEGA NO TRANCO E RELEMBRA OS TEMPOS BONS DE FARTURA E PROSPERIDADE!!
";1
393;"No primeiro turno.
";1
394;"O Galo Missioneiro ta ON! ...
";1
395;"Lucas Caregnato
";1
396;"PAPA FRANCISCO ORA PELO NOSSO LULA
";1
397;"Quando Entra no Vazio ate a Angustia e o Desespero e inevitavel.Fonte canal Ronny Teles.
";1
398;"Vai uma musiquinha pra voces nao esquecerem que no dia de outubro, iremos votar e pelo Brasil e por Minas Gerais
";1
399;"Antivirus TV | Dia AGOSTO, QUARTA, hA ENTREVISTA DO CAVERNICOLA NO JN E OUTROS ASSUNTOS QUENTESCom Maria Carlotto, Natalia Sena e Valter Pomar.Antivirus e um programa semanal do Pagina , meio de comunicacao da Articulacao de Esquerda, tendencia do PT, debatendo sempre os temas mais candentes da conjuntura politica brasileira.
";1
400;"Ontem o coral no Bar do Omar estava afinado!
";1
401;"CAMISAS AMARELAS, PRA RESGATARMOS NOSSO ORGULHO EM USAR NOSSAS CORES . Estampas exclusivas; % Algodao Premium; Envio p/ todo Brasil..
";1
402;"""Caso eleito, vou recuperar imediatamente todas as coisas que tinhamos criados para combater o desmatamento na Amazonia, inclusive recuperar o Ibama, que foi desmontado"", disse Lula, emendando que vamos criar o Ministerio de Povos Originarios"", garantiu quem ama o povo brasileiro.
";1
403;"Quem quer ser deputado precisa saber disso aqui E hora de votar em quem tem coragem, disposicao e conhece o funcionamento do nosso estado - Leonel de Esquerda
";1
404;"BOLSONARO MENTIROSOBOLSONARO MENTIROSOBOLSONARO MENTIROSO
";1
405;"DE LULA PRESIDENTE. LULA . LULA .
";1
406;"A fala de um verdadeiro LIDER
";1
407;"Pesquisa ai no google: genocida!
";1
409;"E com essas imagens de Belo Horizonte que fechamos mais um dia de luta! Brasil tem jeito e a esperanca tem nome: Lula!
";1
411;"Bozzo, diz Datafolha foi comprada 
";1
412;"BOM DIA!!!Saiu mais uma pesquisa Quaest.E Lula no primeiro turno! 
";1
413;"O MENTIROSO CANALHA disse no JN que socorreu Manaus em menos de horas. MENTIRA! Levou dias e enquanto Bolsonaro e Pazuello se divertiam, negavam a ciencia e zombava dos mortos enquanto a Venezuela prontamente se colocava a disposicao de ajudar o povo de Manaus.
";1
414;"Seja todos Vem vindo a familia e neles
";1
415;"Sao Paulo com Lula no Anhangabau. Vamos derrotar Bolsonaro! E Lula e Samia !
";1
417;"LEITE $ , CARNE $, GAS $, ENERGIA % MAIS CARA CHEGAAASOU POBRE POR ISSO SOU LULA
";1
418;"Anitta traduziu! 
";1
419;"isso, !
";1
420;"A baixa da gasolina e do auxilio de R$, so ira ate dezembro.Nao caia nessa..
";1
421;"Depois de duas semanas, consegui fazer a trend!Bora, Minas! Vamos de , Gustavo Mendes deputado federal.
";1
423;"Com fe, a esperanca e a verdade vencerao o odio e a mentira.LULA PRESIDENTE.
";1
424;"Vamos gritar forte agora, vamos encher o peito. mitooooooo..kkkkkkkkkkkkAinda bem que essa escoria em janeiro sera apenas um passado ruim que vamos tentar esquecer.
";1
425;"Boa, Samia!
";1
426;"Samia Bomfim
";1
427;"Fala mesmo, Samia! A Michelle pode ate tentar, mas as mulheres brasileiras sabem bem quem e Jair Bolsonaro, e e por isso que vamos derrota-lo
";1
428;"Bom dia. .. .
";1
429;"Bom dia! 
";1
430;"Essa Gente Como Sempre Dizem Que Sao Evangelicos, Mas a Mentira e Seu Forte.
";1
432;"BOLSOMINONS CHORAM!! RATlNHO, SlKERA JR E LACOMBE PRESTES A SAIR DO AR!!
";1
433;"MENTIROSO COMPULSIVO!""Eu queria que voces botassem no ar..."" O canalha sabe que seu gado nao esta nem ai para suas mentiras e insanidades. Eles sabe que a verdade vai aparecer mas mente sem nenhum pingo de vergonha na cara.
";1
434;"Nao falha! Todos que acusam, atacam, ameacam o Lula nao resistem a uma minima investigacao que seja.
";1
435;"Vejam a audiencia de LULA e BOLSONARO quando estavam ao vivo no Youtube ontem a noite... Toca o berrante, seu moco!!!
";1
439;"Sempre os mesmos, que mamam nas benesses e perdao de dividas e financiam dividas em anos para pagar! Nem pai faz isso para filho mas esse governo faz para esses pseudo-patriotas ! A mamata vai acabar !! -- em Gameleira.
";1
440;"A melhor resposta do dia.
";1
441;"ALEXANDRE FAZ ACORDO COM MILITARES E BLSONARO E JANTADO!! ACABOU O GLPE
";1
442;"Bom Dia!
";1
443;"URGENTE: Nova pesquisa DataFolha acaba de sair.Lula tem %, contra % de Tchutchuca do centrao.LULA PRESIDENTE! 
";1
445;"MITO!
";1
446;"QUE A NOSSA GELADEIRA VOLTE A SER COMO ERA ANTES.
";1
447;"SEM MEDO DE SER FELIZ ://
";1
448;"Sirlene Damasceno Do Couto
";1
449;"Lindo! Lu, la, la!
";1
451;"CAMPANHA DA ESPERANCA Manaus, o presidente Lula esta chegando! E dia /. VAMOS ESPERANCAR.
";1
452;"Estao tentando abafar esse caso.
";1
453;"CANALHA MENTIROSOCANALHA MENTIROSOCANALHA MENTIROSO
";1
455;"Usam a marcha para Jesus para idolatrar um miliciano que diz que Jesus nao comprou uma pistola porque nao tinha naquela epoca e atacar o Lula. A marcha so existe porque o Lula a sancionou. E isso que o Marco Feliciano um canalha mentiroso, Bolsonaro e seus capachos tentam esconder.
";1
